session_id,timestamp,session_state,group,matrix,risks_selected_s1,risks_selected_s2,risks_selected_s3,mitigations_selected_s1,mitigations_selected_s2,mitigations_selected_s3,before,after,q1,q2,q3,q4,q5,q6,q7,q8,role,sector,experience,session_duration,session_duration_seconds,session_count
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 09:17:57,,4,Risk DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 09:20:02,,4,Interfaces DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 09:20:07,,4,Risk DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 09:23:29,,4,Risk DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 09:23:35,,4,Risk DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 09:23:41,,4,Risk DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 09:28:45,,4,Risk DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 09:45:26,,4,Risk DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 09:45:30,,4,Risk DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 09:45:41,,4,Risk DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 09:45:55,,4,Risk DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 09:56:52,,4,Risk DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 09:57:35,,4,Risk DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 09:58:05,,4,Risk DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 09:58:46,,4,Risk DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:00:14,,4,Risk DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:00:22,,4,Risk DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:00:38,,4,Interfaces DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:00:44,,4,Risk DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:00:53,,4,Risk DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:01:02,,4,Interfaces DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:01:13,,4,Distance DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:03:01,,4,Distance DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:03:19,,4,Distance DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:03:29,,4,Distance DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:03:51,,4,Distance DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:04:07,,4,Distance DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:04:28,,4,Distance DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:04:33,,4,Distance DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:04:42,,4,Distance DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:04:46,,4,Distance DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:07:58,,4,Distance DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:08:08,,4,Distance DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:08:14,,4,Distance DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:10:27,,4,Risk DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:10:33,,4,Distance DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:28:47,,4,Distance DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:55:15,,4,Risk DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:55:29,,4,Distance DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 10:58:48,,4,Distance DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 11:28:49,,4,Distance DSM,[],[],[],[],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 11:40:18,,4,Distance DSM,[],[],[],['M01'],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 11:40:34,,4,Distance DSM,[],[],[],"['M01', 'M03']",[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 11:40:43,,4,Distance DSM,[],[],[],['M01'],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 11:45:17,,4,Distance DSM,[],[],[],['M01'],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 11:45:40,,4,Distance DSM,[],[],[],['M01'],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 12:13:32,,4,Distance DSM,[],[],[],['M01'],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
10d65099-2a71-4d62-bfc4-286f27b4eced,2023-10-04 12:13:34,,4,Distance DSM,[],[],[],['M01'],[],[],"{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}","{'desert_s3': 5, 'special_s3': 5, 'artic_s3': 5, 'desert_s1': 5, 'special_s2': 5, 'special_s1': 5, 'artic_s1': 5, 'artic_s2': 5, 'desert_s2': 5}",,,,,,,,,[],[],,0 days 03:46:58,13618.0,82
